arquivo,classificacao
sql_oncomx_1058.sql,Basic
sql_oncomx_1059.sql,Basic
sql_oncomx_1060.sql,Basic
sql_oncomx_1061.sql,Basic
sql_oncomx_1062.sql,Basic
sql_oncomx_1063.sql,Basic
sql_oncomx_1064.sql,Basic
sql_oncomx_1065.sql,Basic
sql_sdss_0001.sql,Basic
sql_sdss_0002.sql,Basic
sql_sdss_0003.sql,Basic
sql_sdss_0004.sql,Basic
sql_sdss_0005.sql,Basic
sql_sdss_0006.sql,Basic
sql_sdss_0007.sql,Advanced
sql_sdss_0008.sql,Advanced
sql_sdss_0009.sql,Advanced
sql_sdss_0010.sql,Advanced
sql_sdss_0011.sql,Basic
sql_sdss_0012.sql,Advanced
sql_sdss_0013.sql,Advanced
sql_sdss_0014.sql,Advanced
sql_sdss_0015.sql,Advanced
sql_sdss_0016.sql,Basic
sql_sdss_0017.sql,Basic
sql_sdss_0018.sql,Basic
sql_sdss_0019.sql,Advanced
sql_sdss_0020.sql,Basic
sql_sdss_0021.sql,Basic
sql_sdss_0022.sql,Advanced
sql_sdss_0023.sql,Advanced
sql_sdss_0024.sql,Advanced
sql_sdss_0025.sql,Basic
sql_sdss_0026.sql,Basic
sql_sdss_0027.sql,Basic
sql_sdss_0028.sql,Basic
sql_sdss_0029.sql,Basic
sql_sdss_0030.sql,Basic
sql_sdss_0031.sql,Basic
sql_sdss_0032.sql,Basic
sql_sdss_0033.sql,Basic
sql_sdss_0034.sql,Basic
sql_sdss_0035.sql,Basic
sql_sdss_0036.sql,Basic
sql_sdss_0037.sql,Basic
sql_sdss_0038.sql,Basic
sql_sdss_0039.sql,Basic
sql_sdss_0040.sql,Basic
sql_sdss_0041.sql,Basic
sql_sdss_0042.sql,Basic
sql_sdss_0043.sql,Basic
sql_sdss_0044.sql,Basic
sql_sdss_0045.sql,Basic
sql_sdss_0046.sql,Basic
sql_sdss_0047.sql,Basic
sql_sdss_0048.sql,Basic
sql_sdss_0049.sql,Basic
sql_sdss_0050.sql,Basic
sql_sdss_0051.sql,Basic
sql_sdss_0052.sql,Basic
sql_sdss_0053.sql,Basic
sql_sdss_0054.sql,Basic
sql_sdss_0055.sql,Basic
sql_sdss_0056.sql,Basic
sql_sdss_0057.sql,Basic
sql_sdss_0058.sql,Basic
sql_sdss_0059.sql,Basic
sql_sdss_0060.sql,Basic
sql_sdss_0061.sql,Basic
sql_sdss_0062.sql,Basic
sql_sdss_0063.sql,Basic
sql_sdss_0064.sql,Basic
sql_sdss_0065.sql,Basic
sql_sdss_0066.sql,Basic
sql_sdss_0067.sql,Basic
sql_sdss_0068.sql,Basic
sql_sdss_0069.sql,Basic
sql_sdss_0070.sql,Basic
sql_sdss_0071.sql,Basic
sql_sdss_0072.sql,Basic
sql_sdss_0073.sql,Basic
sql_sdss_0074.sql,Basic
sql_sdss_0075.sql,Basic
sql_sdss_0076.sql,Basic
sql_sdss_0077.sql,Basic
sql_sdss_0078.sql,Basic
sql_sdss_0079.sql,Basic
sql_sdss_0080.sql,Basic
sql_sdss_0081.sql,Basic
sql_sdss_0082.sql,Basic
sql_sdss_0083.sql,Basic
sql_sdss_0084.sql,Basic
sql_sdss_0085.sql,Basic
sql_sdss_0086.sql,Basic
sql_sdss_0087.sql,Basic
sql_sdss_0088.sql,Basic
sql_sdss_0089.sql,Basic
sql_sdss_0090.sql,Basic
sql_sdss_0091.sql,Basic
sql_sdss_0092.sql,Basic
sql_sdss_0093.sql,Basic
sql_sdss_0094.sql,Basic
sql_sdss_0095.sql,Basic
sql_sdss_0096.sql,Basic
sql_sdss_0097.sql,Basic
sql_sdss_0098.sql,Basic
sql_sdss_0099.sql,Basic
sql_sdss_0100.sql,Basic
sql_sdss_0101.sql,Basic
sql_sdss_0102.sql,Basic
sql_sdss_0103.sql,Basic
sql_sdss_0104.sql,Basic
sql_sdss_0105.sql,Basic
sql_sdss_0106.sql,Basic
sql_sdss_0107.sql,Basic
sql_sdss_0108.sql,Basic
sql_sdss_0109.sql,Basic
sql_sdss_0110.sql,Basic
sql_sdss_0111.sql,Basic
sql_sdss_0112.sql,Basic
sql_sdss_0113.sql,Basic
sql_sdss_0114.sql,Basic
sql_sdss_0115.sql,Basic
sql_sdss_0116.sql,Basic
sql_sdss_0117.sql,Basic
sql_sdss_0118.sql,Basic
sql_sdss_0119.sql,Basic
sql_sdss_0120.sql,Basic
sql_sdss_0121.sql,Basic
sql_sdss_0122.sql,Basic
sql_sdss_0123.sql,Basic
sql_sdss_0124.sql,Basic
sql_sdss_0125.sql,Basic
sql_sdss_0126.sql,Basic
sql_sdss_0127.sql,Basic
sql_sdss_0128.sql,Basic
sql_sdss_0129.sql,Basic
sql_sdss_0130.sql,Basic
sql_sdss_0131.sql,Basic
sql_sdss_0132.sql,Basic
sql_sdss_0133.sql,Basic
sql_sdss_0134.sql,Basic
sql_sdss_0135.sql,Basic
sql_sdss_0136.sql,Basic
sql_sdss_0137.sql,Basic
sql_sdss_0138.sql,Basic
sql_sdss_0139.sql,Basic
sql_sdss_0140.sql,Basic
sql_sdss_0141.sql,Basic
sql_sdss_0142.sql,Basic
sql_sdss_0143.sql,Basic
sql_sdss_0144.sql,Basic
sql_sdss_0145.sql,Basic
sql_sdss_0146.sql,Basic
sql_sdss_0147.sql,Basic
sql_sdss_0148.sql,Basic
sql_sdss_0149.sql,Basic
sql_sdss_0150.sql,Basic
sql_sdss_0151.sql,Basic
sql_sdss_0152.sql,Basic
sql_sdss_0153.sql,Basic
sql_sdss_0154.sql,Basic
sql_sdss_0155.sql,Basic
sql_sdss_0156.sql,Basic
sql_sdss_0157.sql,Basic
sql_sdss_0158.sql,Basic
sql_sdss_0159.sql,Basic
sql_sdss_0160.sql,Basic
sql_sdss_0161.sql,Basic
sql_sdss_0162.sql,Basic
sql_sdss_0163.sql,Basic
sql_sdss_0164.sql,Basic
sql_sdss_0165.sql,Basic
sql_sdss_0166.sql,Basic
sql_sdss_0167.sql,Basic
sql_sdss_0168.sql,Basic
sql_sdss_0169.sql,Basic
sql_sdss_0170.sql,Basic
sql_sdss_0171.sql,Basic
sql_sdss_0172.sql,Basic
sql_sdss_0173.sql,Basic
sql_sdss_0174.sql,Basic
sql_sdss_0175.sql,Basic
sql_sdss_0176.sql,Basic
sql_sdss_0177.sql,Basic
sql_sdss_0178.sql,Basic
sql_sdss_0179.sql,Basic
sql_sdss_0180.sql,Basic
sql_sdss_0181.sql,Basic
sql_sdss_0182.sql,Basic
sql_sdss_0183.sql,Basic
sql_sdss_0184.sql,Basic
sql_sdss_0185.sql,Basic
sql_sdss_0186.sql,Basic
sql_sdss_0187.sql,Basic
sql_sdss_0188.sql,Basic
sql_sdss_0189.sql,Basic
sql_sdss_0190.sql,Basic
sql_sdss_0191.sql,Basic
sql_sdss_0192.sql,Basic
sql_sdss_0193.sql,Basic
sql_sdss_0194.sql,Basic
sql_sdss_0195.sql,Basic
sql_sdss_0196.sql,Basic
sql_sdss_0197.sql,Basic
sql_sdss_0198.sql,Basic
sql_sdss_0199.sql,Basic
sql_sdss_0200.sql,Basic
sql_sdss_0201.sql,Basic
sql_sdss_0202.sql,Basic
sql_sdss_0203.sql,Basic
sql_sdss_0204.sql,Basic
sql_sdss_0205.sql,Basic
sql_sdss_0206.sql,Basic
sql_sdss_0207.sql,Basic
sql_sdss_0208.sql,Basic
sql_sdss_0209.sql,Basic
sql_sdss_0210.sql,Basic
sql_sdss_0211.sql,Basic
sql_sdss_0212.sql,Basic
sql_sdss_0213.sql,Basic
sql_sdss_0214.sql,Basic
sql_sdss_0215.sql,Basic
sql_sdss_0216.sql,Basic
sql_sdss_0217.sql,Basic
sql_sdss_0218.sql,Basic
sql_sdss_0219.sql,Basic
sql_sdss_0220.sql,Basic
sql_sdss_0221.sql,Basic
sql_sdss_0222.sql,Basic
sql_sdss_0223.sql,Basic
sql_sdss_0224.sql,Basic
sql_sdss_0225.sql,Basic
sql_sdss_0226.sql,Basic
sql_sdss_0227.sql,Basic
sql_sdss_0228.sql,Basic
sql_sdss_0229.sql,Basic
sql_sdss_0230.sql,Basic
sql_sdss_0231.sql,Basic
sql_sdss_0232.sql,Basic
sql_sdss_0233.sql,Basic
sql_sdss_0234.sql,Basic
sql_sdss_0235.sql,Basic
sql_sdss_0236.sql,Basic
sql_sdss_0237.sql,Basic
sql_sdss_0238.sql,Basic
sql_sdss_0239.sql,Basic
sql_sdss_0240.sql,Basic
sql_sdss_0241.sql,Basic
sql_sdss_0242.sql,Basic
sql_sdss_0243.sql,Basic
sql_sdss_0244.sql,Basic
sql_sdss_0245.sql,Basic
sql_sdss_0246.sql,Basic
sql_sdss_0247.sql,Basic
sql_sdss_0248.sql,Basic
sql_sdss_0249.sql,Basic
sql_sdss_0250.sql,Basic
sql_sdss_0251.sql,Basic
sql_sdss_0252.sql,Basic
sql_sdss_0253.sql,Basic
sql_sdss_0254.sql,Basic
sql_sdss_0255.sql,Basic
sql_sdss_0256.sql,Basic
sql_sdss_0257.sql,Basic
sql_sdss_0258.sql,Basic
sql_sdss_0259.sql,Basic
sql_sdss_0260.sql,Basic
sql_sdss_0261.sql,Basic
sql_sdss_0262.sql,Basic
sql_sdss_0263.sql,Basic
sql_sdss_0264.sql,Basic
sql_sdss_0265.sql,Basic
sql_sdss_0266.sql,Basic
sql_sdss_0267.sql,Basic
sql_sdss_0268.sql,Basic
sql_sdss_0269.sql,Basic
sql_sdss_0270.sql,Basic
sql_sdss_0271.sql,Basic
sql_sdss_0272.sql,Basic
sql_sdss_0273.sql,Basic
sql_sdss_0274.sql,Basic
sql_sdss_0275.sql,Basic
sql_sdss_0276.sql,Basic
sql_sdss_0277.sql,Basic
sql_sdss_0278.sql,Basic
sql_sdss_0279.sql,Basic
sql_sdss_0280.sql,Basic
sql_sdss_0281.sql,Basic
sql_sdss_0282.sql,Basic
sql_sdss_0283.sql,Basic
sql_sdss_0284.sql,Basic
sql_sdss_0285.sql,Basic
sql_sdss_0286.sql,Basic
sql_sdss_0287.sql,Basic
sql_sdss_0288.sql,Basic
sql_sdss_0289.sql,Basic
sql_sdss_0290.sql,Basic
sql_sdss_0291.sql,Basic
sql_sdss_0292.sql,Basic
sql_sdss_0293.sql,Basic
sql_sdss_0294.sql,Basic
sql_sdss_0295.sql,Basic
sql_sdss_0296.sql,Basic
sql_sdss_0297.sql,Basic
sql_sdss_0298.sql,Basic
sql_sdss_0299.sql,Basic
sql_sdss_0300.sql,Basic
sql_sdss_0301.sql,Basic
sql_sdss_0302.sql,Basic
sql_sdss_0303.sql,Basic
sql_sdss_0304.sql,Basic
sql_sdss_0305.sql,Basic
sql_sdss_0306.sql,Basic
sql_sdss_0307.sql,Basic
sql_sdss_0308.sql,Basic
sql_sdss_0309.sql,Basic
sql_sdss_0310.sql,Basic
sql_sdss_0311.sql,Basic
sql_sdss_0312.sql,Basic
sql_sdss_0313.sql,Basic
sql_sdss_0314.sql,Basic
sql_sdss_0315.sql,Basic
sql_sdss_0316.sql,Basic
sql_sdss_0317.sql,Basic
sql_sdss_0318.sql,Basic
sql_sdss_0319.sql,Basic
sql_sdss_0320.sql,Basic
sql_sdss_0321.sql,Basic
sql_sdss_0322.sql,Basic
sql_sdss_0323.sql,Basic
sql_sdss_0324.sql,Basic
sql_sdss_0325.sql,Basic
sql_sdss_0326.sql,Basic
sql_sdss_0327.sql,Basic
sql_sdss_0328.sql,Basic
sql_sdss_0329.sql,Basic
sql_sdss_0330.sql,Basic
sql_sdss_0331.sql,Basic
sql_sdss_0332.sql,Basic
sql_sdss_0333.sql,Basic
sql_sdss_0334.sql,Basic
sql_sdss_0335.sql,Basic
sql_sdss_0336.sql,Basic
sql_sdss_0337.sql,Basic
sql_sdss_0338.sql,Basic
sql_sdss_0339.sql,Basic
sql_sdss_0340.sql,Basic
sql_sdss_0341.sql,Basic
sql_sdss_0342.sql,Basic
sql_sdss_0343.sql,Basic
sql_sdss_0344.sql,Basic
sql_sdss_0345.sql,Basic
sql_sdss_0346.sql,Basic
sql_sdss_0347.sql,Basic
sql_sdss_0348.sql,Basic
sql_sdss_0349.sql,Basic
sql_sdss_0350.sql,Basic
sql_sdss_0351.sql,Basic
sql_sdss_0352.sql,Basic
sql_sdss_0353.sql,Basic
sql_sdss_0354.sql,Basic
sql_sdss_0355.sql,Basic
sql_sdss_0356.sql,Basic
sql_sdss_0357.sql,Basic
sql_sdss_0358.sql,Basic
sql_sdss_0359.sql,Basic
sql_sdss_0360.sql,Basic
sql_sdss_0361.sql,Basic
sql_sdss_0362.sql,Basic
sql_sdss_0363.sql,Basic
sql_sdss_0364.sql,Basic
sql_sdss_0365.sql,Basic
sql_sdss_0366.sql,Basic
sql_sdss_0367.sql,Basic
sql_sdss_0368.sql,Basic
sql_sdss_0369.sql,Basic
sql_sdss_0370.sql,Basic
sql_sdss_0371.sql,Basic
sql_sdss_0372.sql,Basic
sql_sdss_0373.sql,Basic
sql_sdss_0374.sql,Basic
sql_sdss_0375.sql,Basic
sql_sdss_0376.sql,Basic
sql_sdss_0377.sql,Basic
sql_sdss_0378.sql,Basic
sql_sdss_0379.sql,Basic
sql_sdss_0380.sql,Basic
sql_sdss_0381.sql,Basic
sql_sdss_0382.sql,Basic
sql_sdss_0383.sql,Basic
sql_sdss_0384.sql,Basic
sql_sdss_0385.sql,Basic
sql_sdss_0386.sql,Basic
sql_sdss_0387.sql,Basic
sql_sdss_0388.sql,Basic
sql_sdss_0389.sql,Basic
sql_sdss_0390.sql,Basic
sql_sdss_0391.sql,Basic
sql_sdss_0392.sql,Basic
sql_sdss_0393.sql,Basic
sql_sdss_0394.sql,Basic
sql_sdss_0395.sql,Basic
sql_sdss_0396.sql,Basic
sql_sdss_0397.sql,Basic
sql_sdss_0398.sql,Basic
sql_sdss_0399.sql,Basic
sql_sdss_0400.sql,Basic
sql_sdss_0401.sql,Basic
sql_sdss_0402.sql,Basic
sql_sdss_0403.sql,Basic
sql_sdss_0404.sql,Basic
sql_sdss_0405.sql,Basic
sql_sdss_0406.sql,Basic
sql_sdss_0407.sql,Basic
sql_sdss_0408.sql,Basic
sql_sdss_0409.sql,Basic
sql_sdss_0410.sql,Basic
sql_sdss_0411.sql,Basic
sql_sdss_0412.sql,Basic
sql_sdss_0413.sql,Basic
sql_sdss_0414.sql,Basic
sql_sdss_0415.sql,Basic
sql_sdss_0416.sql,Basic
sql_sdss_0417.sql,Basic
sql_sdss_0418.sql,Basic
sql_sdss_0419.sql,Basic
sql_sdss_0420.sql,Basic
sql_sdss_0421.sql,Basic
sql_sdss_0422.sql,Basic
sql_sdss_0423.sql,Basic
sql_sdss_0424.sql,Basic
sql_sdss_0425.sql,Basic
sql_sdss_0426.sql,Basic
sql_sdss_0427.sql,Basic
sql_sdss_0428.sql,Basic
sql_sdss_0429.sql,Basic
sql_sdss_0430.sql,Basic
sql_sdss_0431.sql,Basic
sql_sdss_0432.sql,Basic
sql_sdss_0433.sql,Basic
sql_sdss_0434.sql,Basic
sql_sdss_0435.sql,Basic
sql_sdss_0436.sql,Basic
sql_sdss_0437.sql,Basic
sql_sdss_0438.sql,Basic
sql_sdss_0439.sql,Basic
sql_sdss_0440.sql,Basic
sql_sdss_0441.sql,Basic
sql_sdss_0442.sql,Basic
sql_sdss_0443.sql,Basic
sql_sdss_0444.sql,Basic
sql_sdss_0445.sql,Basic
sql_sdss_0446.sql,Basic
sql_sdss_0447.sql,Basic
sql_sdss_0448.sql,Basic
sql_sdss_0449.sql,Basic
sql_sdss_0450.sql,Basic
sql_sdss_0451.sql,Basic
sql_sdss_0452.sql,Basic
sql_sdss_0453.sql,Basic
sql_sdss_0454.sql,Basic
sql_sdss_0455.sql,Basic
sql_sdss_0456.sql,Basic
sql_sdss_0457.sql,Basic
sql_sdss_0458.sql,Basic
sql_sdss_0459.sql,Basic
sql_sdss_0460.sql,Basic
sql_sdss_0461.sql,Basic
sql_sdss_0462.sql,Basic
sql_sdss_0463.sql,Basic
sql_sdss_0464.sql,Basic
sql_sdss_0465.sql,Basic
sql_sdss_0466.sql,Basic
sql_sdss_0467.sql,Basic
sql_sdss_0468.sql,Basic
sql_sdss_0469.sql,Basic
sql_sdss_0470.sql,Basic
sql_sdss_0471.sql,Basic
sql_sdss_0472.sql,Basic
sql_sdss_0473.sql,Basic
sql_sdss_0474.sql,Basic
sql_sdss_0475.sql,Basic
sql_sdss_0476.sql,Basic
sql_sdss_0477.sql,Basic
sql_sdss_0478.sql,Basic
sql_sdss_0479.sql,Basic
sql_sdss_0480.sql,Basic
sql_sdss_0481.sql,Basic
sql_sdss_0482.sql,Basic
sql_sdss_0483.sql,Basic
sql_sdss_0484.sql,Basic
sql_sdss_0485.sql,Basic
sql_sdss_0486.sql,Basic
sql_sdss_0487.sql,Basic
sql_sdss_0488.sql,Basic
sql_sdss_0489.sql,Basic
sql_sdss_0490.sql,Basic
sql_sdss_0491.sql,Basic
sql_sdss_0492.sql,Basic
sql_sdss_0493.sql,Basic
sql_sdss_0494.sql,Basic
sql_sdss_0495.sql,Basic
sql_sdss_0496.sql,Basic
sql_sdss_0497.sql,Basic
sql_sdss_0498.sql,Basic
sql_sdss_0499.sql,Basic
sql_sdss_0500.sql,Basic
sql_sdss_0501.sql,Basic
sql_sdss_0502.sql,Basic
sql_sdss_0503.sql,Basic
sql_sdss_0504.sql,Basic
sql_sdss_0505.sql,Basic
sql_sdss_0506.sql,Basic
sql_sdss_0507.sql,Basic
sql_sdss_0508.sql,Basic
sql_sdss_0509.sql,Basic
sql_sdss_0510.sql,Basic
sql_sdss_0511.sql,Basic
sql_sdss_0512.sql,Basic
sql_sdss_0513.sql,Basic
sql_sdss_0514.sql,Basic
sql_sdss_0515.sql,Basic
sql_sdss_0516.sql,Basic
sql_sdss_0517.sql,Basic
sql_sdss_0518.sql,Basic
sql_sdss_0519.sql,Basic
sql_sdss_0520.sql,Basic
sql_sdss_0521.sql,Basic
sql_sdss_0522.sql,Basic
sql_sdss_0523.sql,Basic
sql_sdss_0524.sql,Basic
sql_sdss_0525.sql,Basic
sql_sdss_0526.sql,Basic
sql_sdss_0527.sql,Basic
sql_sdss_0528.sql,Basic
sql_sdss_0529.sql,Basic
sql_sdss_0530.sql,Basic
sql_sdss_0531.sql,Basic
sql_sdss_0532.sql,Basic
sql_sdss_0533.sql,Basic
sql_sdss_0534.sql,Basic
sql_sdss_0535.sql,Basic
sql_sdss_0536.sql,Basic
sql_sdss_0537.sql,Basic
sql_sdss_0538.sql,Basic
sql_sdss_0539.sql,Basic
sql_sdss_0540.sql,Basic
sql_sdss_0541.sql,Basic
sql_sdss_0542.sql,Basic
sql_sdss_0543.sql,Basic
sql_sdss_0544.sql,Basic
sql_sdss_0545.sql,Basic
sql_sdss_0546.sql,Basic
sql_sdss_0547.sql,Basic
sql_sdss_0548.sql,Basic
sql_sdss_0549.sql,Basic
sql_sdss_0550.sql,Basic
sql_sdss_0551.sql,Basic
sql_sdss_0552.sql,Basic
sql_sdss_0553.sql,Basic
sql_sdss_0554.sql,Basic
sql_sdss_0555.sql,Basic
sql_sdss_0556.sql,Basic
sql_sdss_0557.sql,Basic
sql_sdss_0558.sql,Basic
sql_sdss_0559.sql,Basic
sql_sdss_0560.sql,Basic
sql_sdss_0561.sql,Basic
sql_sdss_0562.sql,Basic
sql_sdss_0563.sql,Basic
sql_sdss_0564.sql,Basic
sql_sdss_0565.sql,Basic
sql_sdss_0566.sql,Basic
sql_sdss_0567.sql,Basic
sql_sdss_0568.sql,Basic
sql_sdss_0569.sql,Basic
sql_sdss_0570.sql,Basic
sql_sdss_0571.sql,Basic
sql_sdss_0572.sql,Basic
sql_sdss_0573.sql,Basic
sql_sdss_0574.sql,Basic
sql_sdss_0575.sql,Basic
sql_sdss_0576.sql,Basic
sql_sdss_0577.sql,Basic
sql_sdss_0578.sql,Basic
sql_sdss_0579.sql,Basic
sql_sdss_0580.sql,Basic
sql_sdss_0581.sql,Basic
sql_sdss_0582.sql,Basic
sql_sdss_0583.sql,Basic
sql_sdss_0584.sql,Basic
sql_sdss_0585.sql,Basic
sql_sdss_0586.sql,Basic
sql_sdss_0587.sql,Basic
sql_sdss_0588.sql,Basic
sql_sdss_0589.sql,Basic
sql_sdss_0590.sql,Basic
sql_sdss_0591.sql,Basic
sql_sdss_0592.sql,Basic
sql_sdss_0593.sql,Basic
sql_sdss_0594.sql,Basic
sql_sdss_0595.sql,Basic
sql_sdss_0596.sql,Basic
sql_sdss_0597.sql,Basic
sql_sdss_0598.sql,Basic
sql_sdss_0599.sql,Basic
sql_sdss_0600.sql,Basic
sql_sdss_0601.sql,Basic
sql_sdss_0602.sql,Basic
sql_sdss_0603.sql,Basic
sql_sdss_0604.sql,Basic
sql_sdss_0605.sql,Basic
sql_sdss_0606.sql,Basic
sql_sdss_0607.sql,Basic
sql_sdss_0608.sql,Basic
sql_sdss_0609.sql,Basic
sql_sdss_0610.sql,Basic
sql_sdss_0611.sql,Basic
sql_sdss_0612.sql,Basic
sql_sdss_0613.sql,Basic
sql_sdss_0614.sql,Basic
sql_sdss_0615.sql,Basic
sql_sdss_0616.sql,Basic
sql_sdss_0617.sql,Basic
sql_sdss_0618.sql,Basic
sql_sdss_0619.sql,Basic
sql_sdss_0620.sql,Basic
sql_sdss_0621.sql,Basic
sql_sdss_0622.sql,Basic
sql_sdss_0623.sql,Basic
sql_sdss_0624.sql,Basic
sql_sdss_0625.sql,Basic
sql_sdss_0626.sql,Basic
sql_sdss_0627.sql,Basic
sql_sdss_0628.sql,Basic
sql_sdss_0629.sql,Basic
sql_sdss_0630.sql,Basic
sql_sdss_0631.sql,Basic
sql_sdss_0632.sql,Basic
sql_sdss_0633.sql,Basic
sql_sdss_0634.sql,Basic
sql_sdss_0635.sql,Basic
sql_sdss_0636.sql,Basic
sql_sdss_0637.sql,Basic
sql_sdss_0638.sql,Basic
sql_sdss_0639.sql,Basic
sql_sdss_0640.sql,Basic
sql_sdss_0641.sql,Basic
sql_sdss_0642.sql,Basic
sql_sdss_0643.sql,Basic
sql_sdss_0644.sql,Basic
sql_sdss_0645.sql,Basic
sql_sdss_0646.sql,Basic
sql_sdss_0647.sql,Basic
sql_sdss_0648.sql,Basic
sql_sdss_0649.sql,Basic
sql_sdss_0650.sql,Basic
sql_sdss_0651.sql,Basic
sql_sdss_0652.sql,Basic
sql_sdss_0653.sql,Basic
sql_sdss_0654.sql,Basic
sql_sdss_0655.sql,Basic
sql_sdss_0656.sql,Basic
sql_sdss_0657.sql,Basic
sql_sdss_0658.sql,Basic
sql_sdss_0659.sql,Basic
sql_sdss_0660.sql,Basic
sql_sdss_0661.sql,Basic
sql_sdss_0662.sql,Basic
sql_sdss_0663.sql,Basic
sql_sdss_0664.sql,Basic
sql_sdss_0665.sql,Basic
sql_sdss_0666.sql,Basic
sql_sdss_0667.sql,Basic
sql_sdss_0668.sql,Basic
sql_sdss_0669.sql,Basic
sql_sdss_0670.sql,Basic
sql_sdss_0671.sql,Basic
sql_sdss_0672.sql,Basic
sql_sdss_0673.sql,Basic
sql_sdss_0674.sql,Basic
sql_sdss_0675.sql,Basic
sql_sdss_0676.sql,Basic
sql_sdss_0677.sql,Basic
sql_sdss_0678.sql,Basic
sql_sdss_0679.sql,Basic
sql_sdss_0680.sql,Basic
sql_sdss_0681.sql,Basic
sql_sdss_0682.sql,Basic
sql_sdss_0683.sql,Basic
sql_sdss_0684.sql,Basic
sql_sdss_0685.sql,Basic
sql_sdss_0686.sql,Basic
sql_sdss_0687.sql,Basic
sql_sdss_0688.sql,Basic
sql_sdss_0689.sql,Advanced
sql_sdss_0690.sql,Advanced
sql_sdss_0691.sql,Advanced
sql_sdss_0692.sql,Advanced
sql_sdss_0693.sql,Advanced
sql_sdss_0694.sql,Advanced
sql_sdss_0695.sql,Advanced
sql_sdss_0696.sql,Advanced
sql_sdss_0697.sql,Advanced
sql_sdss_0698.sql,Advanced
sql_sdss_0699.sql,Advanced
sql_sdss_0700.sql,Advanced
sql_sdss_0701.sql,Advanced
sql_sdss_0702.sql,Advanced
sql_sdss_0703.sql,Advanced
sql_sdss_0704.sql,Advanced
sql_sdss_0705.sql,Advanced
sql_sdss_0706.sql,Advanced
sql_sdss_0707.sql,Advanced
sql_sdss_0708.sql,Advanced
sql_sdss_0709.sql,Advanced
sql_sdss_0710.sql,Advanced
sql_sdss_0711.sql,Advanced
sql_sdss_0712.sql,Advanced
sql_sdss_0713.sql,Advanced
sql_sdss_0714.sql,Advanced
sql_sdss_0715.sql,Advanced
sql_sdss_0716.sql,Advanced
sql_sdss_0717.sql,Advanced
sql_sdss_0718.sql,Advanced
sql_sdss_0719.sql,Advanced
sql_sdss_0720.sql,Advanced
sql_sdss_0721.sql,Advanced
sql_sdss_0722.sql,Advanced
sql_sdss_0723.sql,Advanced
sql_sdss_0724.sql,Advanced
sql_sdss_0725.sql,Advanced
sql_sdss_0726.sql,Advanced
sql_sdss_0727.sql,Advanced
sql_sdss_0728.sql,Advanced
sql_sdss_0729.sql,Advanced
sql_sdss_0730.sql,Advanced
sql_sdss_0731.sql,Advanced
sql_sdss_0732.sql,Advanced
sql_sdss_0733.sql,Advanced
sql_sdss_0734.sql,Advanced
sql_sdss_0735.sql,Advanced
sql_sdss_0736.sql,Advanced
sql_sdss_0737.sql,Advanced
sql_sdss_0738.sql,Advanced
sql_sdss_0739.sql,Advanced
sql_sdss_0740.sql,Advanced
sql_sdss_0741.sql,Advanced
sql_sdss_0742.sql,Advanced
sql_sdss_0743.sql,Advanced
sql_sdss_0744.sql,Advanced
sql_sdss_0745.sql,Advanced
sql_sdss_0746.sql,Advanced
sql_sdss_0747.sql,Advanced
sql_sdss_0748.sql,Advanced
sql_sdss_0749.sql,Advanced
sql_sdss_0750.sql,Advanced
sql_sdss_0751.sql,Advanced
sql_sdss_0752.sql,Advanced
sql_sdss_0753.sql,Advanced
sql_sdss_0754.sql,Advanced
sql_sdss_0755.sql,Advanced
sql_sdss_0756.sql,Advanced
sql_sdss_0757.sql,Advanced
sql_sdss_0758.sql,Advanced
sql_sdss_0759.sql,Advanced
sql_sdss_0760.sql,Advanced
sql_sdss_0761.sql,Advanced
sql_sdss_0762.sql,Advanced
sql_sdss_0763.sql,Advanced
sql_sdss_0764.sql,Advanced
sql_sdss_0765.sql,Advanced
sql_sdss_0766.sql,Advanced
sql_sdss_0767.sql,Advanced
sql_sdss_0768.sql,Advanced
sql_sdss_0769.sql,Advanced
sql_sdss_0770.sql,Advanced
sql_sdss_0771.sql,Advanced
sql_sdss_0772.sql,Advanced
sql_sdss_0773.sql,Advanced
sql_sdss_0774.sql,Advanced
sql_sdss_0775.sql,Advanced
sql_sdss_0776.sql,Advanced
sql_sdss_0777.sql,Advanced
sql_sdss_0778.sql,Advanced
sql_sdss_0779.sql,Advanced
sql_sdss_0780.sql,Advanced
sql_sdss_0781.sql,Advanced
sql_sdss_0782.sql,Advanced
sql_sdss_0783.sql,Advanced
sql_sdss_0784.sql,Advanced
sql_sdss_0785.sql,Advanced
sql_sdss_0786.sql,Advanced
sql_sdss_0787.sql,Advanced
sql_sdss_0788.sql,Advanced
sql_sdss_0789.sql,Advanced
sql_sdss_0790.sql,Advanced
sql_sdss_0791.sql,Advanced
sql_sdss_0792.sql,Advanced
sql_sdss_0793.sql,Advanced
sql_sdss_0794.sql,Advanced
sql_sdss_0795.sql,Advanced
sql_sdss_0796.sql,Advanced
sql_sdss_0797.sql,Advanced
sql_sdss_0798.sql,Advanced
sql_sdss_0799.sql,Advanced
sql_sdss_0800.sql,Advanced
sql_sdss_0801.sql,Advanced
sql_sdss_0802.sql,Advanced
sql_sdss_0803.sql,Advanced
sql_sdss_0804.sql,Advanced
sql_sdss_0805.sql,Advanced
sql_sdss_0806.sql,Advanced
